arresting_agency_url,inmate_race,inmate_sex,inmate_date_of_arrest
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,01/06/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,12/11/2019
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,10/19/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,11/02/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/22/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/30/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/23/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/09/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/25/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,11/01/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,11/13/2015
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/22/2019
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/13/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/04/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,05/19/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,11/05/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,10/21/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,03/14/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/29/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,06/14/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,04/22/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,01/14/2020
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/08/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/09/2018
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/22/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,07/11/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,04/14/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,05/27/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,07/03/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/19/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,07/11/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/09/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,10/25/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,09/28/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/28/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/20/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/19/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/28/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,11/03/2019
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/04/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/01/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,01/14/2020
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,10/30/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/27/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,06/20/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/24/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/29/2019
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,12/17/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,10/28/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/24/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,06/19/2020
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/07/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,10/14/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,02/10/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/18/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/23/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/01/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/25/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/19/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,03/01/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/31/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,05/04/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/02/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,07/04/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/07/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/16/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,05/07/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,04/07/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/16/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,11/11/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,02/01/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,12/27/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,05/01/2019
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,06/19/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/18/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,10/29/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/04/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/20/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,05/24/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/16/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,02/22/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,02/06/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/19/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/09/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,05/19/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,06/29/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,10/18/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/11/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,03/31/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,05/26/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/27/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,03/25/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/09/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/29/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/01/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,04/30/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,11/18/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,11/01/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/08/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,11/04/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,07/03/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/27/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/21/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,07/08/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/29/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/25/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Female,10/27/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/14/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/30/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,11/04/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Unknown, ,08/09/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/26/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,05/23/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/17/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/06/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,11/03/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/06/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,01/29/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/05/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/16/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/28/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/13/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,06/20/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/15/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,12/18/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/07/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/22/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,06/29/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/03/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,05/24/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/04/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/29/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,04/10/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/25/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/14/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,10/11/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/25/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,06/11/2021
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,04/05/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,06/23/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Unknown,Male,10/01/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/28/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,11/04/2022
http://www.acadia.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/09/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/17/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,05/28/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,06/03/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/06/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,06/15/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Female,10/05/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/31/2019
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,06/27/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,07/11/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male, 
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/03/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/14/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Unknown,Male,07/26/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/25/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/07/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/14/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/30/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/17/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,11/06/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/29/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,01/26/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/07/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,06/17/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,04/09/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,04/13/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,11/27/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/27/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male, 
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,04/14/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/16/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/12/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,01/29/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,11/12/2019
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/15/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,07/18/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,05/10/2019
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,02/27/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/18/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/21/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Female,10/27/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/25/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/22/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/01/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,05/23/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/21/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,03/14/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,02/15/2019
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/24/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,11/06/2019
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,12/04/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Female,11/04/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/29/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,04/18/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male, 
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,11/02/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/03/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/01/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,11/03/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,05/31/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Unknown,Male, 
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/20/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/04/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/16/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,06/24/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/26/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Female,10/01/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,11/03/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/14/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/02/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/12/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/19/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/28/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/27/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male, 
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,07/19/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/02/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/05/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,04/27/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,05/05/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,04/28/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male, 
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,06/12/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,10/12/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Female,08/24/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/01/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female, 
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/03/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/07/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/28/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/01/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/15/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,07/26/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/26/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,05/12/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male, 
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female, 
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,05/13/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,10/29/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/29/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/14/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male, 
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/22/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,10/27/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,08/24/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,04/30/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,11/05/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,09/02/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,03/20/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,07/01/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,05/19/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/23/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,12/28/2019
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,09/07/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,08/01/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Unknown,Male,09/27/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,03/12/2018
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Unknown,Male,07/26/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,09/07/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/18/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,04/28/2021
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,04/19/2016
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,06/15/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,04/02/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/20/2017
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/04/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,10/18/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,07/07/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Female,10/18/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Male,05/05/2019
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Unknown,Male,06/08/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,White,Female,08/08/2022
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male, 
http://www.ascension.lavns.org/roster.aspx?__EVENTTARGET=lbShowAll,Black,Male,09/16/2022
